client_id,signup_date,age_band,gender,sector,employer_size,role_level,language,region,primary_theme,secondary_theme,idiosyncratic_needs,desired_coach_characteristics,wsp_directive_exploratory,wsp_structured_flexible,wsp_challenging_supportive,pers_open,pers_consc,pers_extra,pers_agree,pers_neuro,urgency,intake_narrative
K01186,2024-10-22,35-44,M,professional_services,large,employee,nl,Noord-Holland,loopbaan,leiderschap,transition-planning|direction-clarity|decision-making,want:career_dev|want:leadership_dev,0.7022,0.6649,0.6168,0.4533,0.5722,0.0537,0.8725,0.5991,high,Ik sta nu voor een serieuze loopbaankeuze en moet snel duidelijkheid krijgen over mijn richting. Dit is urgent omdat ik niet veel langer in onzekerheid kan blijven en goed moet beslissen wat volgt.
K01187,2024-10-10,45-54,F,professional_services,small,manager,nl|en,Utrecht,loopbaan,,identity-clarity|values-mapping,style:flexible|want:career_dev|style:structured,0.6575,0.438,0.3542,0.3448,0.4207,0.4111,0.4549,0.5187,med,Ik sta op een kruispunt in mijn carrière als manager en voel dat ik mijn waarden en identiteit beter moet uitkristalliseren om de volgende stap met zekerheid te zetten.
K01188,2024-01-17,25-34,F,zorg,medium,manager,nl,Limburg,loopbaan,zelfvertrouwen,limiting-beliefs|speaking-up|self-worth,want:confidence|want:assertiveness|style:same-sector,0.6889,0.2628,0.2423,0.3922,0.5485,0.6578,0.4617,0.4075,med,Als jonge manager in de zorg merk ik dat oude twijfels over mijn eigen waarde me tegenhouden om echt mijn stem uit te brengen en mijn plek in te nemen.
K01189,2024-02-16,45-54,F,professional_services,large,manager,nl,Noord-Brabant,zelfonderzoek,,reflection-habits|emotion-awareness|values-mapping,style:supportive|want:self_insight,0.8173,0.3219,0.4472,0.4681,0.3277,0.3941,0.2671,0.5405,med,Ik zoek nu tijd om echt naar mezelf te kijken: mijn waarden en gevoelens beter begrijpen zodat ik bewuster kan leven en werken.
K01190,2024-01-01,45-54,M,professional_services,medium,employee,nl,Gelderland,persoonlijk leiderschap,loopbaan,values-mapping|self-direction|value-alignment,want:self_insight|want:career_dev,0.4391,0.2954,0.6557,0.5567,0.4387,0.4322,0.4992,0.705,med,"Ik wil mijn carrière nu richten op wat echt voor mij belangrijk is, niet op wat ik dacht dat het hoorde te zijn."
K01191,2024-10-16,55-64,M,zorg,medium,employee,nl,Noord-Brabant,zelfonderzoek,,imposter-feelings|reflection-habits|limiting-beliefs|value-alignment,want:self_insight|want:confidence,0.6065,0.4871,0.824,0.8007,0.1719,0.1743,0.3195,0.748,high,Ik voel me een bedrieger in mijn rol en dat kost me energie; ik wil echt begrijpen wie ik ben en wat mijn echte waarde is.
K01192,2024-06-11,45-54,F,public,small,manager,nl,Noord-Holland,balans werk/prive,stress,boundary-setting|time-management|workload-negotiation|recovery-routines,want:stress_resilience|want:assertiveness,0.4894,0.1914,0.2136,0.1297,0.5292,0.8491,0.6049,0.2984,med,De balans tussen werk en privé is zoek en de stress loopt op; ik moet nu grenzen stellen en mijn werkbelasting realistischer maken.
K01193,2024-03-01,25-34,M,zorg,large,director,nl|en,Friesland,assertiviteit,stress,calming-techniques|saying-no|speaking-up,style:structured|style:flexible|want:stress_resilience,0.272,0.9094,0.2695,0.0554,0.3506,0.7024,0.3304,0.7543,med,Als directeur in de zorg loop ik tegen stress aan omdat ik moeite heb met nee zeggen en voor mezelf opkomen.
K01194,2024-10-22,45-54,F,professional_services,medium,employee,nl,Utrecht,zelfonderzoek,loslaten,limiting-beliefs|value-alignment,want:self_insight,0.7195,0.7223,0.7558,0.9719,0.2226,0.7193,0.4493,0.4729,high,Ik zit vast in overtuigingen die niet meer van mij zijn en ik moet nu loslaten wat me niet meer dient om vooruit te kunnen gaan.
K01195,2024-04-07,55-64,F,tech,medium,manager,nl|en,Noord-Brabant,loopbaan,balans werk/prive,boundary-setting|role-conflict,want:balance,0.4977,0.752,0.6226,0.2178,0.3479,0.6948,0.3578,0.0649,med,Mijn loopbaan en privéleven botsen steeds vaker; ik moet duidelijker grenzen trekken als manager en meer ruimte voor mezelf creëren.
K01196,2024-11-25,55-64,M,public,large,employee,nl,Noord-Brabant,loopbaan,samenwerken,alignment|trust-building|conflict-handling,style:same-sector|want:collaboration,0.4063,0.2483,0.6292,0.716,0.2115,0.7421,0.2998,0.6271,low,In mijn team loop ik tegen spanningen aan en ik wil beter leren hoe ik kan samenwerken en vertrouwen opbouwen met collega's.
K01197,2024-09-19,35-44,M,public,medium,employee,nl,Zuid-Holland,loopbaan,,values-mapping|career-switch,want:self_insight|style:challenging,0.7212,0.0233,0.3767,0.7906,0.3955,0.6994,0.2373,0.6987,med,Ik ben niet meer gelukkig in mijn huidige rol in de publieke sector en wil verkennen wat ik werkelijk wil en waar ik naartoe wil.
K01198,2024-12-23,25-34,M,insurance_finance,small,manager,nl,Noord-Holland,leiderschap,,delegation|decision-making,want:leadership_dev|style:flexible,0.4594,0.5851,0.5631,0.6207,0.2326,0.6126,0.5021,0.5626,low,Als jonge manager wil ik leren hoe ik beter kan delegeren en sneller goede beslissingen kan nemen.
K01199,2024-06-17,35-44,F,zorg,large,employee,nl,Zuid-Holland,assertiviteit,stress,boundary-setting|calming-techniques,want:stress_resilience|style:challenging,0.4139,0.2667,0.341,0.2098,0.7487,0.3808,0.5595,0.6344,low,De stress in mijn werk groeit en ik wil leren hoe ik beter voor mezelf kan opkomen en grenzen kan stellen.
K01200,2024-08-02,25-34,M,transport_logistics,large,employee,nl,Overijssel,loopbaan,samenwerken,direction-clarity|team-roles,want:career_dev,0.8672,0.7861,0.685,0.5868,0.3847,0.6159,0.4719,0.4081,med,Ik ben onzeker over mijn rol in het team en wat ik precies moet doen; ik zoek duidelijkheid om beter samen te kunnen werken.
K01201,2024-04-22,25-34,F,zorg,large,manager,nl,Noord-Brabant,loopbaan,,transition-planning|career-switch,want:career_dev|style:flexible,0.3121,0.107,0.6868,0.571,0.253,0.9377,0.4718,0.6226,low,Ik overweeg een stap in mijn loopbaan als manager in de zorg en wil dat goed plannen en voorbereidden.
K01202,2024-03-02,35-44,M,public,medium,director,nl,Zuid-Holland,stress,,boundary-setting|workload-negotiation,style:experienced|style:supportive|style:structured,0.3318,0.5297,0.597,0.7176,0.6393,0.5378,0.5332,0.4988,low,Als directeur in de publieke sector voel ik dat de werkbelasting te hoog wordt; ik wil dit beter hanteren en grenzen stellen.
K01203,2024-03-09,55-64,M,zorg,large,employee,nl,Zuid-Holland,balans werk/prive,,energy-management|boundary-setting|time-management|recovery-routines,want:stress_resilience|style:supportive,0.7189,0.3133,0.2538,0.5087,0.9359,0.3819,0.3894,0.8416,high,De balans tussen werk en privé is compleet weg en ik ben uitgeput; ik moet nu echt mijn energie terugwinnen en mijn grenzen herstellen.
K01204,2024-12-13,25-34,F,professional_services,medium,employee,nl,Noord-Holland,stress,persoonlijk leiderschap,saying-no|value-alignment|calming-techniques|decision-making,style:experienced|want:assertiveness|want:stress_resilience,0.8797,0.5099,0.0818,0.1818,0.4631,0.7385,0.1809,0.346,med,De stress groeit en ik realiseer me dat ik voortdurend tegen mijn eigen waarden in werk; ik moet nu anders keuzes maken en beter zeggen waar ik niet voor ga.
K01205,2024-09-26,25-34,F,professional_services,large,employee,nl|en,Noord-Holland,stress,persoonlijk leiderschap,boundary-setting|perfectionism,style:structured|want:stress_resilience,0.5537,0.1644,0.669,0.9133,0.47,0.353,0.7348,0.7546,med,Mijn perfectionisme veroorzaakt stress en belemmert mijn leiderschap; ik wil daarvan af en meer op eigen ritme werken.
K01206,2024-01-11,35-44,M,transport_logistics,large,employee,nl,Friesland,leiderschap,,delegation|difficult-conversations|decision-making|alignment,style:challenging|want:collaboration,0.4266,0.6991,0.8308,0.622,0.6926,0.6955,0.8636,0.4465,med,Ik groei in mijn leiderschap maar merk dat ik moeite heb met moeilijke gesprekken en het nemen van beslissingen; ik wil hier sterker in worden.
K01207,2024-09-11,35-44,F,insurance_finance,medium,employee,nl,Zuid-Holland,samenwerken,stress,alignment|boundary-setting|listening,want:collaboration|style:challenging,0.2178,0.7735,0.7649,0.394,0.3775,0.2526,0.4051,0.3068,med,Ik merk dat ik in mijn samenwerking met collega's sneller gestrest raak en moeite heb met duidelijke grenzen stellen. Nu wil ik leren beter te luisteren en alignment te creëren zonder mezelf volledig op te offeren.
K01208,2024-05-12,25-34,F,insurance_finance,small,employee,nl,Zuid-Holland,stress,,saying-no|calming-techniques|recovery-routines,style:directive|want:balance|style:structured,0.4837,0.5488,0.4487,0.7108,0.5335,0.5207,0.7514,0.196,med,De werkdruk loopt me de afgelopen maanden flink op en ik zeg te snel ja op alles wat op mijn bord komt. Ik zoek coaching om beter 'nee' te durven zeggen en mijn energiepeil echt terug te brengen.
K01209,2024-02-06,45-54,M,zorg,large,employee,nl,Limburg,leiderschap,,decision-making|alignment,style:supportive|style:challenging|want:leadership_dev,0.6302,0.463,0.8308,0.885,0.1617,0.7935,0.6497,0.2265,med,"Als medewerker in de zorg zie ik dat ik meer leiderschap wil tonen, maar ik twijfel nog hoe ik besluiten kan nemen die echt aansluiten bij wat mij en het team ertoe doet."
K01210,2024-09-24,55-64,M,transport_logistics,medium,manager,nl|en,Overijssel,persoonlijk leiderschap,,energy-management|self-direction|ownership-taking,want:balance|style:experienced,0.1908,0.6075,0.175,0.5431,0.1716,0.3874,0.7447,0.7024,med,Als manager voel ik dat mijn batterij leeg loopt en ik verlies het grip op wat ik zelf nog echt wil bereiken. Ik wil coaching om mijn energie beter in te zetten en weer echt eigenaar van mijn werk te zijn.
K01211,2024-08-06,35-44,F,tech,medium,employee,nl,Zuid-Holland,zelfvertrouwen,persoonlijk leiderschap,limiting-beliefs|ownership-taking,want:leadership_dev|style:structured,0.5043,0.5131,0.5878,0.5255,0.6205,0.9408,0.187,0.4619,med,In mijn techfunctie loop ik tegen oude geloofssystemen aan die me tegenhouden meer leiding te nemen. Nu wil ik onderzoeken welke denkpatronen me hinderen en meer eigenaarschap nemen.
K01212,2024-06-27,45-54,M,professional_services,medium,director,nl|en,Friesland,zelfonderzoek,,limiting-beliefs|perfectionism|value-alignment,want:stress_resilience|want:confidence,0.6804,0.4058,0.719,0.7954,0.7638,0.5575,0.3789,0.7525,med,Als directeur merk ik dat mijn perfectionisme en bepaalde overtuigingen me afremmen; ik wil dieper graven naar wat echt belangrijk voor me is en waarom ik mezelf steeds opnieuw opjag.
K01213,2024-07-03,35-44,F,zorg,medium,employee,nl|en,Gelderland,zelfvertrouwen,samenwerken,listening|self-worth|alignment,want:collaboration|style:challenging,0.4247,0.5473,0.6389,0.6964,0.8192,0.4819,0.2209,0.3816,low,Ik twijfel regelmatig aan mijn waarde in teamgesprekken en luister soms beter naar anderen dan naar mezelf. Dit moment voelt goed om daar wat aan te doen en meer vertrouwen op te bouwen.
K01214,2024-09-12,25-34,F,insurance_finance,small,manager,nl,Gelderland,stress,leiderschap,decision-making|perfectionism,want:leadership_dev|style:same-sector,0.6791,0.5321,0.8575,0.2859,0.2979,0.6216,0.245,0.3994,low,Als jonge manager ervaar ik dat mijn neiging tot perfectie en twijfel bij grote beslissingen mijn stresslevels opdrijft; ik wil dit beter onder controle krijgen.
K01215,2024-01-15,35-44,F,zorg,large,employee,nl|en,Zuid-Holland,persoonlijk leiderschap,stress,saying-no|decision-making|calming-techniques,want:emotion_reg|want:assertiveness|style:directive,0.3673,0.3842,0.0525,0.5808,0.5855,0.1633,0.1954,0.6687,high,De combinatie van leiderschapsverantwoordelijkheid en zorgwerk maakt me nu echt moe en ik zeg ja op dingen waar ik nee tegen zou moeten zeggen. Ik heb urgent hulp nodig om dit patroon te doorbreken en rustig besluiten te nemen.
K01216,2024-06-06,55-64,M,zorg,large,employee,nl,Zuid-Holland,stress,zelfonderzoek,emotion-awareness|value-alignment,style:flexible|style:same-sector,0.3523,0.7593,0.2052,0.4494,0.9013,0.3465,0.1675,0.1956,med,Ik ervaar veel spanning in mijn zorgwerk en ik realiseer me dat ik niet goed weet wat ik eigenlijk voel en wat mij werkelijk drijft. Coaching kan me helpen dat inzicht te krijgen.
K01217,2024-08-02,25-34,M,transport_logistics,medium,manager,nl,Noord-Holland,loopbaan,,identity-clarity|direction-clarity|values-mapping,want:self_insight,0.0641,0.7017,0.422,0.5368,0.2436,0.7302,0.3177,0.2628,med,Als relatief jonge manager voel ik dat ik niet helemaal weet waar ik heen wil in mijn loopbaan en wat mijn echte waarden zijn. Nu wil ik duidelijkheid creëren over mijn richting.
K01218,2024-03-24,35-44,F,transport_logistics,medium,employee,nl,Overijssel,persoonlijk leiderschap,assertiviteit,ownership-taking|speaking-up|energy-management|decision-making,want:leadership_dev|want:assertiveness|style:structured,0.166,0.4696,0.6022,0.518,0.6298,0.5754,0.6972,0.2069,low,Ik merk dat ik mijn mening niet goed uit durf te spreken en mijn energie verspil aan dingen waar ik niet echt voor kies. Dit wil ik veranderen door meer assertiviteit en eigenaarschap te ontwikkelen.
K01219,2024-02-27,35-44,F,professional_services,small,employee,nl|en,Noord-Holland,communicatie,,difficult-conversations|listening|nonviolent-communication|feedback-skills,style:directive|want:communication,0.7164,0.7326,0.4913,0.733,0.6632,0.2823,0.5658,0.7639,high,"Lastige gesprekken voelen voor mij erg bedreigend en ik loop ertegenaan in mijn huidige rol. Nu wil ik urgent leren beter te luisteren, feedback te geven en moeilijke momenten aan te gaan."
K01220,2024-06-14,35-44,F,transport_logistics,medium,employee,nl,Noord-Brabant,stress,zelfvertrouwen,recovery-routines|workload-negotiation|visibility,want:balance|want:confidence|style:experienced,0.1529,0.8083,0.6806,0.1344,0.6551,0.6063,0.3956,0.3665,med,Ik ben gestrest door mijn werkbelasting en twijfel aan mezelf of ik dit echt aankan. Nu zoek ik ondersteuning om beter voor mezelf in te staan en mijn herstel serieus te nemen.
K01221,2024-02-25,45-54,M,professional_services,large,employee,nl,Gelderland,leiderschap,emotieregulatie,emotion-awareness|difficult-conversations,want:emotion_reg|want:communication,0.3567,0.4879,0.7218,0.5804,0.6128,0.8634,0.7899,0.0706,med,In mijn leiderschapsrol merk ik dat ik mijn emoties niet goed manage en dit lastige gesprekken bemoeilijkt. Ik wil beter begrijpen wat ik voel en daar mee om kunnen gaan.
K01222,2024-08-05,55-64,M,professional_services,large,director,nl,Zuid-Holland,leiderschap,persoonlijk leiderschap,value-alignment|delegation,want:leadership_dev,0.5182,0.1423,0.6838,0.4732,0.6794,0.3662,0.5754,0.6302,med,Als directeur voel ik dat mijn eigen waarden niet altijd aansluiten bij hoe ik delegeer en leiding geef. Ik wil onderzoeken hoe ik meer authentiek kan leiding geven.
K01223,2024-02-20,55-64,M,transport_logistics,large,manager,nl|en,Noord-Holland,communicatie,zelfonderzoek,pattern-awareness|feedback-skills|difficult-conversations,want:communication|style:experienced,0.2938,0.736,0.718,0.2827,0.6262,0.5536,0.3787,0.5678,med,Als manager zie ik terugkerende patronen in mijn communicatie met het team en ik wil beter begrijpen waar die vandaan komen. Coaching helpt me feedback beter te geven en lastige gesprekken aan te gaan.
K01224,2024-02-22,25-34,M,zorg,medium,employee,nl,Groningen,stress,leiderschap,recovery-routines|perfectionism,want:balance|want:stress_resilience,0.7131,0.758,0.3846,0.5296,0.1265,0.9352,0.2035,0.7569,med,"De combinatie van stressvolle situaties en mijn neiging om alles perfect te willen doen, maakt dat ik niet goed bijkom. Nu wil ik leren beter te herstellen en mijn perfectionisme los te laten."
K01225,2024-10-09,25-34,M,insurance_finance,large,employee,nl,Zuid-Holland,persoonlijk leiderschap,zelfvertrouwen,imposter-feelings|value-alignment|decision-making|ownership-taking,want:self_insight|style:challenging,0.1695,0.9631,0.281,0.7154,0.5788,0.6913,0.8762,0.7024,high,"Ik voel me onzeker over mijn plek in mijn rol en twijfel aan mijn waarde, terwijl ik tegelijkertijd meer willen bereiken. Urgent coaching om mijn imposter-gevoelens aan te pakken en echt eigenaar te worden."
K01226,2024-11-06,35-44,F,zorg,large,employee,nl|other,Utrecht,persoonlijk leiderschap,zelfonderzoek,limiting-beliefs|imposter-feelings|pattern-awareness|self-direction,style:experienced|want:self_insight|style:structured,0.1983,0.7845,0.5438,0.544,0.7776,0.3064,0.1122,0.4575,high,Ik zit vast in oude denkpatronen en imposter-gevoelens die me hinderen om voluit mijn potentieel in te zetten. Ik wil urgent doorbreken wat me tegenhoudt en duidelijk zien wie ik werkelijk ben.
K01227,2024-09-24,45-54,F,insurance_finance,large,employee,nl|en,Friesland,zelfonderzoek,balans werk/prive,emotion-awareness|imposter-feelings,want:emotion_reg|style:same-sector|want:self_insight,0.4135,0.4635,0.6447,0.6367,0.2709,0.7782,0.6574,0.5052,med,"Ik merk dat ik mezelf kwijt ben geraakt tussen mijn werk in de financiële wereld en mijn privéleven, en ondertussen twijfel ik steeds vaker aan mijn eigen capaciteiten. Ik wil begrijpen wat er echt van mij af wil en hoe ik die gevoelens van onzekerheid kan aanpakken."
K01228,2024-06-01,25-34,F,zorg,medium,director,nl|en,Noord-Brabant,loopbaan,stress,transition-planning|values-mapping|career-switch|boundary-setting,want:self_insight|style:structured,0.5199,0.818,0.5814,0.6192,0.2269,0.3523,0.5653,0.7568,med,"Als directeur in de zorg zit ik klem tussen de verwachtingen van anderen en wat ik werkelijk wil bereiken, en de stress begint me op te breken. Ik wil uitzoeken waar mijn echte waarden liggen en of ik überhaupt nog in deze sector thuishoor."
